turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
2,2026-02-18 00:00:00,1,1,0.7426085268888829,0.7339561671763506,0.7426085268888829,0.34246209707446007,0.9235243323936387
2,2026-02-18 01:00:00,2,1,0.6646434545835108,0.7339561671763506,0.6646434545835108,0.32418524158082435,0.9254323530141502
2,2026-02-18 02:00:00,3,1,0.8253333268584679,0.7148565891472867,0.8253333268584679,0.5111073995835232,0.95158883941497
2,2026-02-18 03:00:00,4,1,0.7241346497932117,0.7086071987480437,0.7241346497932117,0.3846575349417835,0.9657203629793494
2,2026-02-18 04:00:00,5,1,0.8674926092053136,0.6681995412844036,0.8674926092053136,0.4200726732199739,0.974038922168377
2,2026-02-18 05:00:00,6,1,0.8968953071234982,0.7339561671763506,0.8968953071234982,0.47968927776668535,0.9692816082936566
2,2026-02-18 06:00:00,7,1,0.6267843200091832,0.7457654320987656,0.6267843200091832,0.3486858224128601,0.9714578291744252
2,2026-02-18 07:00:00,8,1,0.6700641696559615,0.8040635451505018,0.6700641696559615,0.42071583475413016,0.9703545394818878
2,2026-02-18 08:00:00,9,1,0.799923267733563,0.8259895833333334,0.799923267733563,0.513265628725416,0.9679170257023726
2,2026-02-18 09:00:00,10,1,0.8340688923532131,0.8259895833333334,0.8340688923532131,0.5751786630808181,0.9750273012257625
2,2026-02-18 10:00:00,11,1,0.9355246630994125,0.8564142461964039,0.9355246630994125,0.6404133505180685,0.9742874953562852
2,2026-02-18 11:00:00,12,1,0.9699894505632258,0.896899109792285,0.9699894505632258,0.9335709362920515,0.9750628727593686
2,2026-02-18 12:00:00,13,1,0.9716987728789863,0.896899109792285,0.9716987728789863,0.9716987728789863,0.9751229580823723
2,2026-02-18 13:00:00,14,1,0.9688394915971366,0.896899109792285,0.9688394915971366,0.9688394915971366,0.9724303934471922
2,2026-02-18 14:00:00,15,1,0.9682735656658453,0.896899109792285,0.9682735656658453,0.9682735656658453,0.9717891678316939
2,2026-02-18 15:00:00,16,1,0.9665530621065885,0.8564142461964039,0.9665530621065885,0.9449687522512573,0.9730268278356342
2,2026-02-18 16:00:00,17,1,0.9630034279927615,0.8526870748299318,0.9630034279927615,0.8546045395951571,0.9717985609232256
2,2026-02-18 17:00:00,18,1,0.9581591967581747,0.7536041666666666,0.9581591967581747,0.7330627744809192,0.9723246897119622
2,2026-02-18 18:00:00,19,1,0.9595306477534926,0.6597475872308834,0.9595306477534926,0.6156780022476258,0.9720326500765248
2,2026-02-18 19:00:00,20,1,0.8926122718297238,0.6597475872308834,0.8926122718297238,0.5150391308691935,0.9671229976074123
2,2026-02-18 20:00:00,21,1,0.8305051454526444,0.6198985167837626,0.8305051454526444,0.3579525624277399,0.966244092827362
