turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb
2,2026-02-10 00:00:00,1,1,0.08155145536865485,0.1415011415525114,0.08155145536865485
2,2026-02-10 01:00:00,2,1,0.07870976217784809,0.1415011415525114,0.07870976217784809
2,2026-02-10 02:00:00,3,1,0.10892378676878008,0.1748552136752137,0.10892378676878008
2,2026-02-10 03:00:00,4,1,0.12329550305211967,0.19419435179008224,0.12329550305211967
2,2026-02-10 04:00:00,5,1,0.11711410820811397,0.19419435179008224,0.11711410820811397
2,2026-02-10 05:00:00,6,1,0.10583285473981037,0.21230999668983783,0.10583285473981037
2,2026-02-10 06:00:00,7,1,0.05699727001093097,0.1415011415525114,0.05699727001093097
2,2026-02-10 07:00:00,8,1,0.15811680952491955,0.3635086856768273,0.15811680952491955
2,2026-02-10 08:00:00,9,1,0.19672816950485772,0.3635086856768273,0.19672816950485772
2,2026-02-10 09:00:00,10,1,0.2361079703073618,0.3635086856768273,0.2361079703073618
2,2026-02-10 10:00:00,11,1,0.35573212829611356,0.42917612442202596,0.35573212829611356
2,2026-02-10 11:00:00,12,1,0.22503389533906876,0.2953963963963965,0.22503389533906876
2,2026-02-10 12:00:00,13,1,0.2565207167988418,0.2953963963963965,0.2565207167988418
2,2026-02-10 13:00:00,14,1,0.23539598617007784,0.24427469135802463,0.23539598617007784
2,2026-02-10 14:00:00,15,1,0.15242971928668694,0.19419435179008224,0.15242971928668694
2,2026-02-10 15:00:00,16,1,0.12631695733331383,0.19419435179008224,0.12631695733331383
2,2026-02-10 16:00:00,17,1,0.13542118432312167,0.1550328947368421,0.13542118432312167
2,2026-02-10 17:00:00,18,1,0.13831598312055104,0.12121770164168454,0.13831598312055104
2,2026-02-10 18:00:00,19,1,0.21378611281845003,0.1260532128514056,0.21378611281845003
2,2026-02-10 19:00:00,20,1,0.35909850411568744,0.25735548523206747,0.35909850411568744
2,2026-02-10 20:00:00,21,1,0.54452629255244,0.5311516551193227,0.54452629255244
2,2026-02-10 21:00:00,22,1,0.832655871201305,0.784704964539007,0.832655871201305
2,2026-02-10 22:00:00,23,1,0.9478573992783854,0.8702971576227388,0.9478573992783854
2,2026-02-10 23:00:00,24,1,0.9487814939060003,0.915822641509434,0.9487814939060003
2,2026-02-11 00:00:00,25,2,0.9667040680366752,0.915822641509434,0.9667040680366752
2,2026-02-11 01:00:00,26,2,0.9006824214071015,0.915822641509434,0.9006824214071015
2,2026-02-11 02:00:00,27,2,0.8382405863826147,0.915822641509434,0.8382405863826147
2,2026-02-11 03:00:00,28,2,0.7852900154426349,0.8564142461964039,0.7852900154426349
2,2026-02-11 04:00:00,29,2,0.7219539001304167,0.7148565891472867,0.7219539001304167
2,2026-02-11 05:00:00,30,2,0.48861119044172996,0.5311516551193227,0.48861119044172996
2,2026-02-11 06:00:00,31,2,0.19251687939316955,0.19419435179008224,0.19251687939316955
2,2026-02-11 07:00:00,32,2,0.07279156945125868,0.09969117647058824,0.07279156945125868
2,2026-02-11 08:00:00,33,2,0.059546460778716705,0.07837435536802628,0.059546460778716705
2,2026-02-11 09:00:00,34,2,0.1199197950080115,0.11311165684348395,0.1199197950080115
2,2026-02-11 10:00:00,35,2,0.14336347358531704,0.12121770164168454,0.14336347358531704
2,2026-02-11 11:00:00,36,2,0.21070308723262307,0.42917612442202596,0.21070308723262307
2,2026-02-11 12:00:00,37,2,0.28267909276095393,0.5311516551193227,0.28267909276095393
2,2026-02-11 13:00:00,38,2,0.29562823302201513,0.3635086856768273,0.29562823302201513
2,2026-02-11 14:00:00,39,2,0.3750871877212075,0.3635086856768273,0.3750871877212075
2,2026-02-11 15:00:00,40,2,0.771491731873998,0.6469714442613947,0.771491731873998
2,2026-02-11 16:00:00,41,2,0.679129089162242,0.6469714442613947,0.679129089162242
2,2026-02-11 17:00:00,42,2,0.9618456721992455,0.9195942915392457,0.9618456721992455
2,2026-02-11 18:00:00,43,2,0.858391446205267,0.9186944444444445,0.858391446205267
2,2026-02-11 19:00:00,44,2,0.9585918686336218,0.915822641509434,0.9585918686336218
2,2026-02-11 20:00:00,45,2,0.9289976424505234,0.896899109792285,0.9289976424505234
2,2026-02-11 21:00:00,46,2,0.8858768092968958,0.8526870748299318,0.8858768092968958
2,2026-02-11 22:00:00,47,2,0.8078237486546584,0.7979911699779249,0.8078237486546584
2,2026-02-11 23:00:00,48,2,0.744876173395135,0.7148565891472867,0.744876173395135
