turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
1,2026-02-18 00:00:00,1,1,0.8576220262206491,0.7466049382716049,0.8576220262206491,0.3650563080963629,0.9727883203462421
1,2026-02-18 01:00:00,2,1,0.7959483738891789,0.7466049382716049,0.7959483738891789,0.35188379171330253,0.9694950790784748
1,2026-02-18 02:00:00,3,1,0.913883021286734,0.7198651960784314,0.913883021286734,0.5166941560202944,0.9766121045478662
1,2026-02-18 03:00:00,4,1,0.7917358386158092,0.7182076719576719,0.7917358386158092,0.4019146220312666,0.9740493855415513
1,2026-02-18 04:00:00,5,1,0.9035298525615719,0.6685907504363,0.9035298525615719,0.41797092638857697,0.982383003512403
1,2026-02-18 05:00:00,6,1,0.9324204509672217,0.7420972222222221,0.9324204509672217,0.44477063851161486,0.9803964013374717
1,2026-02-18 06:00:00,7,1,0.6819530950430831,0.7696581196581196,0.6819530950430831,0.31805085031471314,0.9859125180921631
1,2026-02-18 07:00:00,8,1,0.7170443384214462,0.8046263864565091,0.7170443384214462,0.38318052800334423,0.9800712123050311
1,2026-02-18 08:00:00,9,1,0.8934003464177831,0.8290544472152951,0.8934003464177831,0.5042131964003849,0.9833682300164055
1,2026-02-18 09:00:00,10,1,0.8731281783750721,0.8290544472152951,0.8731281783750721,0.6480381638319245,0.983256803932109
1,2026-02-18 10:00:00,11,1,0.9449310710547991,0.8618032212885153,0.9449310710547991,0.7370972920009592,0.9834246448055604
1,2026-02-18 11:00:00,12,1,0.9777805434094622,0.9011919831223631,0.9777805434094622,0.8672036905650663,0.9892133630134127
1,2026-02-18 12:00:00,13,1,0.9836581477369564,0.9011919831223631,0.9836581477369564,0.9493879793211499,0.9899779486338358
1,2026-02-18 13:00:00,14,1,0.9868274115084684,0.9011919831223631,0.9868274115084684,0.9461153673881799,0.9899239903120823
1,2026-02-18 14:00:00,15,1,0.9868478535701695,0.9011919831223631,0.9868478535701695,0.9420755312738986,0.9902733966793419
1,2026-02-18 15:00:00,16,1,0.983240278871126,0.8618032212885153,0.983240278871126,0.9384313271135639,0.9885152445088541
1,2026-02-18 16:00:00,17,1,0.9732003318761133,0.8586587771203154,0.9732003318761133,0.8208688781415314,0.9886986828362424
1,2026-02-18 17:00:00,18,1,0.970973686265596,0.7696581196581196,0.970973686265596,0.6987936679519708,0.9899418135975515
1,2026-02-18 18:00:00,19,1,0.956598752089176,0.6684478935698448,0.956598752089176,0.6043856981849034,0.9856337347096391
