turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
1,2026-02-19 00:00:00,1,1,0.7123039528179242,0.6684478935698447,0.7123039528179242,0.2932603125128837,0.9643122228562564
1,2026-02-19 01:00:00,2,1,0.6958535477805072,0.6583605565638238,0.6958535477805072,0.2341068391624786,0.9588346718465632
1,2026-02-19 02:00:00,3,1,0.7958165034210841,0.6684478935698447,0.7958165034210841,0.26506764125148385,0.9627707686985986
1,2026-02-19 03:00:00,4,1,0.7057005056514023,0.6583605565638238,0.7057005056514023,0.1610451343105935,0.9740769211848573
1,2026-02-19 04:00:00,5,1,0.7497103031177177,0.6119930997876858,0.7497103031177177,0.21416951832594047,0.9662526475359311
1,2026-02-19 05:00:00,6,1,0.5564478081149551,0.49698633392751046,0.5564478081149551,0.13975974131266855,0.9204517407029693
1,2026-02-19 06:00:00,7,1,0.4488053752270325,0.44189232753062546,0.4488053752270325,0.10416792971051185,0.871350761465872
1,2026-02-19 07:00:00,8,1,0.4042995259003354,0.44189232753062546,0.4042995259003354,0.1041063607928331,0.8902026527331087
1,2026-02-19 08:00:00,9,1,0.3220103652034128,0.37441194968553454,0.3220103652034128,0.0350131682898088,0.7959352372132117
1,2026-02-19 09:00:00,10,1,0.3106142381461847,0.37441194968553454,0.3106142381461847,0.052284301564761805,0.8085079772046228
1,2026-02-19 10:00:00,11,1,0.3484301955478511,0.431365671641791,0.3484301955478511,0.08719126105235474,0.8414320295767875
1,2026-02-19 11:00:00,12,1,0.35746892288291043,0.36688067581837386,0.35746892288291043,0.11887953904447578,0.7979721897402984
1,2026-02-19 12:00:00,13,1,0.38428140923984416,0.36688067581837386,0.38428140923984416,0.07874711208960272,0.7823998777001596
1,2026-02-19 13:00:00,14,1,0.36285355718410517,0.3294321895424837,0.36285355718410517,0.054507227412150513,0.7451907572320067
1,2026-02-19 14:00:00,15,1,0.34909656862652494,0.29765900178253113,0.34909656862652494,0.07754946955974738,0.7374534935454898
1,2026-02-19 15:00:00,16,1,0.3645132898840727,0.27823814328960655,0.3645132898840727,0.05965788634374793,0.7093651416172378
1,2026-02-19 16:00:00,17,1,0.28019282918795246,0.2169014238773275,0.28019282918795246,0.03555847300186246,0.5768466633094557
1,2026-02-19 17:00:00,18,1,0.19358950943725767,0.2169014238773275,0.19358950943725767,0.020023295659793123,0.49156734502181926
1,2026-02-19 18:00:00,19,1,0.1388474289760055,0.17344762419006476,0.1388474289760055,0.01660484468063891,0.41378111861468564
1,2026-02-19 19:00:00,20,1,0.09832565744265184,0.12077279752704796,0.09832565744265184,0.010555633375174248,0.39854498972768015
1,2026-02-19 20:00:00,21,1,0.09666738960147367,0.11314309428950863,0.09666738960147367,0.00955432350699828,0.40098010796806827
1,2026-02-19 21:00:00,22,1,0.091008108959607,0.12077279752704796,0.091008108959607,0.00973449030150621,0.37923864398276513
1,2026-02-19 22:00:00,23,1,0.113656239549679,0.2169014238773275,0.113656239549679,0.010320324087501435,0.5207389675022748
1,2026-02-19 23:00:00,24,1,0.1596370015442004,0.27823814328960655,0.1596370015442004,0.012817993383355977,0.6075677494861621
1,2026-02-20 00:00:00,25,2,0.1796056707162112,0.19696117561683602,0.1796056707162112,0.01675436640090698,0.6102218210915626
1,2026-02-20 01:00:00,26,2,0.18958956269761237,0.19696117561683602,0.18958956269761237,0.02393997489417482,0.6275984891824017
1,2026-02-20 02:00:00,27,2,0.2520127220992208,0.25903384968445214,0.2520127220992208,0.03134803561883435,0.7055428611192548
1,2026-02-20 03:00:00,28,2,0.2595676777110816,0.27823814328960655,0.2595676777110816,0.03686437618087148,0.7891619336381153
1,2026-02-20 04:00:00,29,2,0.3149208771312299,0.30839476678043226,0.3149208771312299,0.056614171387460104,0.8739217446653962
1,2026-02-20 05:00:00,30,2,0.39886611570040287,0.36688067581837386,0.39886611570040287,0.06782249082713059,0.8863011903044014
1,2026-02-20 06:00:00,31,2,0.4303806855094514,0.39842105263157895,0.4303806855094514,0.10117183741653103,0.8687156030095231
1,2026-02-20 07:00:00,32,2,0.3852179626710515,0.37441194968553454,0.3852179626710515,0.06538351322968622,0.8293301864794059
1,2026-02-20 08:00:00,33,2,0.33831437112142054,0.33903451995685013,0.33831437112142054,0.05893254102911507,0.8328336240414259
