turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb
2,2026-02-22 00:00:00,1,1,0.10653926559976874,0.13795488165680478,0.10653926559976874
2,2026-02-22 01:00:00,2,1,0.09389282225298572,0.11853531855955673,0.09389282225298572
2,2026-02-22 02:00:00,3,1,0.05615585490113421,0.09316741071428572,0.05615585490113421
2,2026-02-22 03:00:00,4,1,0.028923898073328003,0.07837435536802628,0.028923898073328003
2,2026-02-22 04:00:00,5,1,0.010675957956986391,0.06662433862433863,0.010675957956986391
2,2026-02-22 05:00:00,6,1,0.0192260775614889,0.05353054353054352,0.0192260775614889
2,2026-02-22 06:00:00,7,1,0.049700151233903686,0.09316741071428572,0.049700151233903686
2,2026-02-22 07:00:00,8,1,0.2355589471593314,0.21230999668983783,0.2355589471593314
2,2026-02-22 08:00:00,9,1,0.41708936158132975,0.42917612442202596,0.41708936158132975
2,2026-02-22 09:00:00,10,1,0.6280483883521066,0.6110894970414202,0.6280483883521066
2,2026-02-22 10:00:00,11,1,0.8324598668893438,0.6681995412844036,0.8324598668893438
2,2026-02-22 11:00:00,12,1,0.9180799026567292,0.7979911699779249,0.9180799026567292
2,2026-02-22 12:00:00,13,1,0.9442307197120309,0.8040635451505018,0.9442307197120309
2,2026-02-22 13:00:00,14,1,0.9680571806214884,0.784704964539007,0.9680571806214884
2,2026-02-22 14:00:00,15,1,0.9648417836926975,0.7339561671763506,0.9648417836926975
2,2026-02-22 15:00:00,16,1,0.9694536711398017,0.7148565891472867,0.9694536711398017
2,2026-02-22 16:00:00,17,1,0.9393574145327536,0.6681995412844036,0.9393574145327536
2,2026-02-22 17:00:00,18,1,0.8373101645155728,0.6469714442613947,0.8373101645155728
2,2026-02-22 18:00:00,19,1,0.6974764835021515,0.5498677644710579,0.6974764835021515
2,2026-02-22 19:00:00,20,1,0.5389879075046311,0.36661884057971,0.5389879075046311
2,2026-02-22 20:00:00,21,1,0.3793658728070669,0.2953963963963965,0.3793658728070669
2,2026-02-22 21:00:00,22,1,0.24757279296864138,0.21230999668983783,0.24757279296864138
2,2026-02-22 22:00:00,23,1,0.20794579321028733,0.1748552136752137,0.20794579321028733
2,2026-02-22 23:00:00,24,1,0.1444869598072424,0.1260532128514056,0.1444869598072424
2,2026-02-23 00:00:00,25,2,0.24834348572509596,0.31017241379310345,0.24834348572509596
2,2026-02-23 01:00:00,26,2,0.21469612994937023,0.25735548523206747,0.21469612994937023
2,2026-02-23 02:00:00,27,2,0.12416544458702831,0.1748552136752137,0.12416544458702831
2,2026-02-23 03:00:00,28,2,0.06492597182010248,0.11853531855955673,0.06492597182010248
2,2026-02-23 04:00:00,29,2,0.027085627041265666,0.08071759259259259,0.027085627041265666
2,2026-02-23 05:00:00,30,2,0.021603723469085255,0.0674144050104384,0.021603723469085255
2,2026-02-23 06:00:00,31,2,0.020036506399797628,0.06662433862433863,0.020036506399797628
2,2026-02-23 07:00:00,32,2,0.01973742659747573,0.06662433862433863,0.01973742659747573
2,2026-02-23 08:00:00,33,2,0.02044627746742233,0.05901588845654995,0.02044627746742233
2,2026-02-23 09:00:00,34,2,0.0294684425125888,0.06662433862433863,0.0294684425125888
2,2026-02-23 10:00:00,35,2,0.11250041738504006,0.11311165684348395,0.11250041738504006
2,2026-02-23 11:00:00,36,2,0.187712545546666,0.17969483568075117,0.187712545546666
2,2026-02-23 12:00:00,37,2,0.25160705888241763,0.31017241379310345,0.25160705888241763
2,2026-02-23 13:00:00,38,2,0.33409784010618976,0.42917612442202596,0.33409784010618976
2,2026-02-23 14:00:00,39,2,0.4822821834997214,0.5498677644710579,0.4822821834997214
2,2026-02-23 15:00:00,40,2,0.5448834935832175,0.5613253012048193,0.5448834935832175
2,2026-02-23 16:00:00,41,2,0.6546508131654745,0.6198985167837626,0.6546508131654745
2,2026-02-23 17:00:00,42,2,0.7885563604949963,0.7086071987480437,0.7885563604949963
2,2026-02-23 18:00:00,43,2,0.842070632709458,0.7339561671763506,0.842070632709458
2,2026-02-23 19:00:00,44,2,0.8904335007804848,0.7339561671763506,0.8904335007804848
2,2026-02-23 20:00:00,45,2,0.9293076165123629,0.7979911699779249,0.9293076165123629
2,2026-02-23 21:00:00,46,2,0.8799219650296269,0.8040635451505018,0.8799219650296269
2,2026-02-23 22:00:00,47,2,0.8727864826562858,0.8259895833333334,0.8727864826562858
2,2026-02-23 23:00:00,48,2,0.8524359015600516,0.8259895833333334,0.8524359015600516
