turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb
1,2026-02-14 00:00:00,1,1,0.7094161365634811,0.7440221833041447,0.7094161365634811
1,2026-02-14 01:00:00,2,1,0.7595617907386434,0.7440221833041447,0.7595617907386434
1,2026-02-14 02:00:00,3,1,0.8604959586154685,0.7185207700101317,0.8604959586154685
1,2026-02-14 03:00:00,4,1,0.8794368226036399,0.7185207700101317,0.8794368226036399
1,2026-02-14 04:00:00,5,1,0.8054190232088654,0.6713293413173653,0.8054190232088654
1,2026-02-14 05:00:00,6,1,0.5200674372529085,0.49505098039215684,0.5200674372529085
1,2026-02-14 06:00:00,7,1,0.45879270601404504,0.3732624113475176,0.45879270601404504
1,2026-02-14 07:00:00,8,1,0.32372009977423255,0.29750665946724253,0.32372009977423255
1,2026-02-14 08:00:00,9,1,0.2728420985943799,0.27782441977800204,0.2728420985943799
1,2026-02-14 09:00:00,10,1,0.1290215656892131,0.1963528059990324,0.1290215656892131
1,2026-02-14 10:00:00,11,1,0.06612401210046168,0.11921553497942389,0.06612401210046168
1,2026-02-14 11:00:00,12,1,0.087186321477521,0.1963528059990324,0.087186321477521
1,2026-02-14 12:00:00,13,1,0.06097898684302587,0.13171455938697318,0.06097898684302587
1,2026-02-14 13:00:00,14,1,0.028403296382234107,0.09290745290745289,0.028403296382234107
1,2026-02-14 14:00:00,15,1,0.0345568134498614,0.10051282051282054,0.0345568134498614
1,2026-02-14 15:00:00,16,1,0.03617254761434321,0.10051282051282054,0.03617254761434321
1,2026-02-14 16:00:00,17,1,0.025278902098222054,0.07616423061307348,0.025278902098222054
1,2026-02-14 17:00:00,18,1,0.026851130709269005,0.07125683060109289,0.026851130709269005
1,2026-02-14 18:00:00,19,1,0.029034764023116118,0.07616423061307348,0.029034764023116118
1,2026-02-14 19:00:00,20,1,0.02474403111194212,0.08082799145299144,0.02474403111194212
1,2026-02-14 20:00:00,21,1,0.038506861625439474,0.09290745290745289,0.038506861625439474
1,2026-02-14 21:00:00,22,1,0.026123173786167325,0.07616423061307348,0.026123173786167325
1,2026-02-14 22:00:00,23,1,0.018684224116120297,0.07616423061307348,0.018684224116120297
1,2026-02-14 23:00:00,24,1,0.0153388335327869,0.08082799145299144,0.0153388335327869
1,2026-02-15 00:00:00,25,2,0.012603163024214525,0.07616423061307348,0.012603163024214525
1,2026-02-15 01:00:00,26,2,0.011874482713873546,0.05175620707871107,0.011874482713873546
1,2026-02-15 02:00:00,27,2,0.011777771230579433,0.05175620707871107,0.011777771230579433
1,2026-02-15 03:00:00,28,2,0.014431436897087629,0.05175620707871107,0.014431436897087629
1,2026-02-15 04:00:00,29,2,0.029374026325595687,0.07616423061307348,0.029374026325595687
1,2026-02-15 05:00:00,30,2,0.03397054162481046,0.10051282051282054,0.03397054162481046
1,2026-02-15 06:00:00,31,2,0.0855502758147,0.14688017598343686,0.0855502758147
1,2026-02-15 07:00:00,32,2,0.201981204162832,0.27782441977800204,0.201981204162832
1,2026-02-15 08:00:00,33,2,0.31431529626933236,0.367085279547063,0.31431529626933236
1,2026-02-15 09:00:00,34,2,0.38092696552463484,0.5565100806451612,0.38092696552463484
1,2026-02-15 10:00:00,35,2,0.66684767486424,0.6713293413173653,0.66684767486424
1,2026-02-15 11:00:00,36,2,0.8636359176699472,0.7697679924242425,0.8636359176699472
1,2026-02-15 12:00:00,37,2,0.9212158455438821,0.804693520140105,0.9212158455438821
1,2026-02-15 13:00:00,38,2,0.9712425252323165,0.829753928866832,0.9712425252323165
1,2026-02-15 14:00:00,39,2,0.9856250494170876,0.804693520140105,0.9856250494170876
1,2026-02-15 15:00:00,40,2,0.9741373191798557,0.7944855072463767,0.9741373191798557
1,2026-02-15 16:00:00,41,2,0.9917193166626805,0.7440221833041447,0.9917193166626805
1,2026-02-15 17:00:00,42,2,0.9732491508985561,0.7944855072463767,0.9732491508985561
1,2026-02-15 18:00:00,43,2,0.9856453542107484,0.7944855072463767,0.9856453542107484
1,2026-02-15 19:00:00,44,2,0.991019755275313,0.804693520140105,0.991019755275313
1,2026-02-15 20:00:00,45,2,0.9836852883219569,0.804693520140105,0.9836852883219569
1,2026-02-15 21:00:00,46,2,0.8867595225516073,0.7944855072463767,0.8867595225516073
1,2026-02-15 22:00:00,47,2,0.7880039192887596,0.7440221833041447,0.7880039192887596
1,2026-02-15 23:00:00,48,2,0.644976298830578,0.6799999999999999,0.644976298830578
