turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb
2,2026-02-26 00:00:00,1,1,0.7159060906390163,0.6681995412844036,0.7159060906390163
2,2026-02-26 01:00:00,2,1,0.788072065697602,0.7148565891472867,0.788072065697602
2,2026-02-26 02:00:00,3,1,0.8218392965839737,0.6681995412844036,0.8218392965839737
2,2026-02-26 03:00:00,4,1,0.8257914663803364,0.7086071987480437,0.8257914663803364
2,2026-02-26 04:00:00,5,1,0.8945550812794419,0.6597475872308834,0.8945550812794419
2,2026-02-26 05:00:00,6,1,0.878808207050211,0.6681995412844036,0.878808207050211
2,2026-02-26 06:00:00,7,1,0.5828071895423136,0.6597475872308834,0.5828071895423136
2,2026-02-26 07:00:00,8,1,0.54802816267659,0.6110894970414202,0.54802816267659
2,2026-02-26 08:00:00,9,1,0.41540456622365013,0.42560931899641574,0.41540456622365013
2,2026-02-26 09:00:00,10,1,0.17525681425321452,0.1711111111111111,0.17525681425321452
2,2026-02-26 10:00:00,11,1,0.24423288518720104,0.24427469135802463,0.24423288518720104
2,2026-02-26 11:00:00,12,1,0.33956627837342906,0.42917612442202596,0.33956627837342906
2,2026-02-26 12:00:00,13,1,0.42734312507509636,0.5498677644710579,0.42734312507509636
2,2026-02-26 13:00:00,14,1,0.3537784231129847,0.36661884057971,0.3537784231129847
2,2026-02-26 14:00:00,15,1,0.3661947695467419,0.3635086856768273,0.3661947695467419
2,2026-02-26 15:00:00,16,1,0.42607321499768547,0.36661884057971,0.42607321499768547
2,2026-02-26 16:00:00,17,1,0.5056555213411137,0.5498677644710579,0.5056555213411137
2,2026-02-26 17:00:00,18,1,0.5885649351397311,0.6597475872308834,0.5885649351397311
2,2026-02-26 18:00:00,19,1,0.6438405199385344,0.6681995412844036,0.6438405199385344
2,2026-02-26 19:00:00,20,1,0.6681921477728274,0.6597475872308834,0.6681921477728274
2,2026-02-26 20:00:00,21,1,0.7363291072470951,0.7086071987480437,0.7363291072470951
2,2026-02-26 21:00:00,22,1,0.762668811416248,0.7339561671763506,0.762668811416248
2,2026-02-26 22:00:00,23,1,0.7750172099504002,0.738537037037037,0.7750172099504002
2,2026-02-26 23:00:00,24,1,0.8085843531103645,0.7339561671763506,0.8085843531103645
2,2026-02-27 00:00:00,25,2,0.867837881369344,0.7567337807606264,0.867837881369344
2,2026-02-27 01:00:00,26,2,0.8994024039076155,0.784704964539007,0.8994024039076155
2,2026-02-27 02:00:00,27,2,0.8513537954087516,0.7457654320987656,0.8513537954087516
2,2026-02-27 03:00:00,28,2,0.8026938490711764,0.7339561671763506,0.8026938490711764
2,2026-02-27 04:00:00,29,2,0.6612282250329308,0.6597475872308834,0.6612282250329308
2,2026-02-27 05:00:00,30,2,0.7288634521652764,0.6198985167837626,0.7288634521652764
2,2026-02-27 06:00:00,31,2,0.6320178898750065,0.5311516551193227,0.6320178898750065
2,2026-02-27 07:00:00,32,2,0.5821545189805636,0.4867802400738689,0.5821545189805636
2,2026-02-27 08:00:00,33,2,0.5135744086775963,0.48375017998560116,0.5135744086775963
2,2026-02-27 09:00:00,34,2,0.40223064234533173,0.3635086856768273,0.40223064234533173
2,2026-02-27 10:00:00,35,2,0.3636130227680375,0.31017241379310345,0.3636130227680375
2,2026-02-27 11:00:00,36,2,0.3835747868555101,0.31017241379310345,0.3835747868555101
2,2026-02-27 12:00:00,37,2,0.4201556286308839,0.39086666666666664,0.4201556286308839
2,2026-02-27 13:00:00,38,2,0.5169584247096968,0.5311516551193227,0.5169584247096968
2,2026-02-27 14:00:00,39,2,0.5652948051933555,0.6469714442613947,0.5652948051933555
2,2026-02-27 15:00:00,40,2,0.6559840662627345,0.7148565891472867,0.6559840662627345
2,2026-02-27 16:00:00,41,2,0.7455935923485649,0.7567337807606264,0.7455935923485649
2,2026-02-27 17:00:00,42,2,0.7726025420825047,0.7457654320987656,0.7726025420825047
2,2026-02-27 18:00:00,43,2,0.7743568821966794,0.7457654320987656,0.7743568821966794
2,2026-02-27 19:00:00,44,2,0.741638330042836,0.7339561671763506,0.741638330042836
2,2026-02-27 20:00:00,45,2,0.6851858474247887,0.7033076923076923,0.6851858474247887
2,2026-02-27 21:00:00,46,2,0.5694900082285459,0.6469714442613947,0.5694900082285459
2,2026-02-27 22:00:00,47,2,0.5247568756206845,0.6198985167837626,0.5247568756206845
2,2026-02-27 23:00:00,48,2,0.42257798176179645,0.5613253012048193,0.42257798176179645
