turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
1,2026-02-23 00:00:00,1,1,0.0735393422900075,0.1307051282051282,0.0735393422900075,0.021184069399340817,0.1918488720852645
1,2026-02-23 01:00:00,2,1,0.0728130269109694,0.11388210961737331,0.0728130269109694,0.026257769076475788,0.17833157803383393
1,2026-02-23 02:00:00,3,1,0.05758252020804738,0.10051282051282054,0.05758252020804738,0.01759855806615509,0.1518288735232943
1,2026-02-23 03:00:00,4,1,0.04560647109041473,0.10051282051282054,0.04560647109041473,0.010075636097419446,0.14679984506699478
1,2026-02-23 04:00:00,5,1,0.034275289229929375,0.08082799145299144,0.034275289229929375,0.009917616397634178,0.13623416812590125
1,2026-02-23 05:00:00,6,1,0.02009673466347185,0.06703682393555811,0.02009673466347185,0.009953427736324757,0.14996658471610064
1,2026-02-23 06:00:00,7,1,0.023134937977712915,0.07616423061307348,0.023134937977712915,0.009972150923579774,0.16555203176186872
1,2026-02-23 07:00:00,8,1,0.019262719262716645,0.07616423061307348,0.019262719262716645,0.010139213755076515,0.17175216403178292
1,2026-02-23 08:00:00,9,1,0.02147754800200926,0.08082799145299144,0.02147754800200926,0.010095094183890438,0.2166815989142688
1,2026-02-23 09:00:00,10,1,0.04579052923196977,0.10051282051282054,0.04579052923196977,0.010333308376880014,0.25046301383251746
1,2026-02-23 10:00:00,11,1,0.07801233112729747,0.11921553497942389,0.07801233112729747,0.009144355813178478,0.2868793589346956
1,2026-02-23 11:00:00,12,1,0.1632679976757389,0.14688017598343686,0.1632679976757389,0.010690384953758268,0.3417380469575089
1,2026-02-23 12:00:00,13,1,0.23811394037864114,0.2595211187214612,0.23811394037864114,0.01731247961551625,0.576842751493886
1,2026-02-23 13:00:00,14,1,0.3521503274125367,0.4293916806253489,0.3521503274125367,0.04398342824896055,0.7374313940015829
1,2026-02-23 14:00:00,15,1,0.42540869953167865,0.5565100806451612,0.42540869953167865,0.1156413581857817,0.8361436943310394
1,2026-02-23 15:00:00,16,1,0.44265526177055803,0.5365408970976252,0.44265526177055803,0.14222638331586815,0.8380664789772864
