turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
1,2026-02-16 00:00:00,1,1,0.5252799123028404,0.5374461538461538,0.5252799123028404,0.18267464015684026,0.9171238670849993
1,2026-02-16 01:00:00,2,1,0.5344552799232222,0.6119930997876858,0.5344552799232222,0.17290483627626474,0.9420185874652627
1,2026-02-16 02:00:00,3,1,0.5860486512751255,0.6264803921568629,0.5860486512751255,0.20754633364244807,0.9606562092222165
1,2026-02-16 03:00:00,4,1,0.5653360941610753,0.6119930997876858,0.5653360941610753,0.15560974613488718,0.9570122827676476
1,2026-02-16 04:00:00,5,1,0.6403957782693072,0.6364285714285715,0.6403957782693072,0.16953000053228076,0.9608744669798706
1,2026-02-16 05:00:00,6,1,0.8148972786837076,0.6684478935698447,0.8148972786837076,0.31610418964907305,0.9710410326923532
1,2026-02-16 06:00:00,7,1,0.6600477309778249,0.6684478935698447,0.6600477309778249,0.25949238441031314,0.9597128075063945
1,2026-02-16 07:00:00,8,1,0.6606240899027738,0.6264803921568629,0.6606240899027738,0.24684898871911432,0.957061297055245
1,2026-02-16 08:00:00,9,1,0.6822974579511849,0.6119930997876858,0.6822974579511849,0.21392733706108216,0.9633193744246725
1,2026-02-16 09:00:00,10,1,0.6524178081718316,0.6119930997876858,0.6524178081718316,0.2132312642789269,0.9678579431483947
1,2026-02-16 10:00:00,11,1,0.6342261879010321,0.6119930997876858,0.6342261879010321,0.22451312146426058,0.9713033617365371
1,2026-02-16 11:00:00,12,1,0.6977354284848336,0.6685907504363,0.6977354284848336,0.3209153008388613,0.9794591335651424
1,2026-02-16 12:00:00,13,1,0.7899415993090615,0.6685907504363,0.7899415993090615,0.33101978968750917,0.9833741367410125
1,2026-02-16 13:00:00,14,1,0.75059464949078,0.6684478935698447,0.75059464949078,0.37538312795794715,0.9838712367261392
1,2026-02-16 14:00:00,15,1,0.8250141608626207,0.6684478935698447,0.8250141608626207,0.3800486160483305,0.9789435251803726
1,2026-02-16 15:00:00,16,1,0.8871317743951053,0.6583605565638238,0.8871317743951053,0.4061811960061271,0.9846446483611128
1,2026-02-16 16:00:00,17,1,0.8862150911975359,0.6583605565638238,0.8862150911975359,0.4296070159050711,0.9850791943346368
1,2026-02-16 17:00:00,18,1,0.6302287791966332,0.5609066358024692,0.6302287791966332,0.2649623081343321,0.9467984587612853
