turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
1,2026-02-26 00:00:00,1,1,0.8115303931177097,0.6685907504363,0.8115303931177097,0.34997166631397103,0.9760922347562484
1,2026-02-26 01:00:00,2,1,0.857836869536577,0.7198651960784315,0.857836869536577,0.47611841469188876,0.9819706164188075
1,2026-02-26 02:00:00,3,1,0.873948582779246,0.6685907504363,0.873948582779246,0.5533516954536883,0.9831222417186363
1,2026-02-26 03:00:00,4,1,0.8514969017227934,0.7182076719576719,0.8514969017227934,0.4444131893126358,0.9763012898058823
1,2026-02-26 04:00:00,5,1,0.8818555012168308,0.6684478935698447,0.8818555012168308,0.4225134990276701,0.9730234268447339
1,2026-02-26 05:00:00,6,1,0.8661433358960812,0.6685907504363,0.8661433358960812,0.43913040639187384,0.9724293992604908
1,2026-02-26 06:00:00,7,1,0.614980314203612,0.6684478935698447,0.614980314203612,0.2530625079147021,0.955878833313144
1,2026-02-26 07:00:00,8,1,0.5519152264762326,0.6119930997876858,0.5519152264762326,0.17397410782048886,0.9497850177030376
1,2026-02-26 08:00:00,9,1,0.4243851572959715,0.431365671641791,0.4243851572959715,0.07595648532966905,0.8506502574323745
1,2026-02-26 09:00:00,10,1,0.18032768562096413,0.1717353951890034,0.18032768562096413,0.042759758237965594,0.608797193547792
1,2026-02-26 10:00:00,11,1,0.22343132464078613,0.2397,0.22343132464078613,0.0366369267953335,0.6805660330343175
1,2026-02-26 11:00:00,12,1,0.3318591194287943,0.44189232753062546,0.3318591194287943,0.0527243422397815,0.7803988992556817
1,2026-02-26 12:00:00,13,1,0.3894983518620775,0.5609066358024692,0.3894983518620775,0.10685144664887952,0.8471430155635086
1,2026-02-26 13:00:00,14,1,0.32749275008015194,0.37441194968553454,0.32749275008015194,0.09962960251636317,0.7807164064537104
1,2026-02-26 14:00:00,15,1,0.3235885914263353,0.36688067581837386,0.3235885914263353,0.06894761877089951,0.7521512459181748
1,2026-02-26 15:00:00,16,1,0.3693532833274388,0.37441194968553454,0.3693532833274388,0.06652180350453402,0.744043820102854
1,2026-02-26 16:00:00,17,1,0.4679029103141554,0.556551282051282,0.4679029103141554,0.13544127533924263,0.8598071711905184
1,2026-02-26 17:00:00,18,1,0.5821414260415395,0.6684478935698447,0.5821414260415395,0.22634839318066868,0.92013305930582
