turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb
2,2026-02-20 00:00:00,1,1,0.22427566802544355,0.2953963963963965,0.22427566802544355
2,2026-02-20 01:00:00,2,1,0.2575518342676774,0.26672003659652327,0.2575518342676774
2,2026-02-20 02:00:00,3,1,0.2874885027428179,0.26672003659652327,0.2874885027428179
2,2026-02-20 03:00:00,4,1,0.324921554893593,0.27642156862745093,0.324921554893593
2,2026-02-20 04:00:00,5,1,0.35574546072131535,0.2953963963963965,0.35574546072131535
2,2026-02-20 05:00:00,6,1,0.43857815837174396,0.42917612442202596,0.43857815837174396
2,2026-02-20 06:00:00,7,1,0.5372088083311477,0.5289583333333334,0.5372088083311477
2,2026-02-20 07:00:00,8,1,0.5888199755531376,0.5498677644710579,0.5888199755531376
2,2026-02-20 08:00:00,9,1,0.6385058176753666,0.5311516551193227,0.6385058176753666
2,2026-02-20 09:00:00,10,1,0.5556289961653087,0.42917612442202596,0.5556289961653087
2,2026-02-20 10:00:00,11,1,0.44680038841206626,0.33583086053412464,0.44680038841206626
2,2026-02-20 11:00:00,12,1,0.39608121421069026,0.3635086856768273,0.39608121421069026
2,2026-02-20 12:00:00,13,1,0.34112915518580345,0.31017241379310345,0.34112915518580345
2,2026-02-20 13:00:00,14,1,0.28966232574826245,0.26672003659652327,0.28966232574826245
2,2026-02-20 14:00:00,15,1,0.22351491646687632,0.21230999668983783,0.22351491646687632
2,2026-02-20 15:00:00,16,1,0.17567336147171947,0.19419435179008224,0.17567336147171947
2,2026-02-20 16:00:00,17,1,0.08763749397194562,0.1415011415525114,0.08763749397194562
2,2026-02-20 17:00:00,18,1,0.07702895637528095,0.11311165684348395,0.07702895637528095
2,2026-02-20 18:00:00,19,1,0.05607216395822885,0.0674144050104384,0.05607216395822885
2,2026-02-20 19:00:00,20,1,0.1954603920008189,0.17969483568075117,0.1954603920008189
2,2026-02-20 20:00:00,21,1,0.23841025003336624,0.31017241379310345,0.23841025003336624
2,2026-02-20 21:00:00,22,1,0.35503360813102036,0.42917612442202596,0.35503360813102036
2,2026-02-20 22:00:00,23,1,0.5700241595189978,0.6198985167837626,0.5700241595189978
2,2026-02-20 23:00:00,24,1,0.8098267867917934,0.7339561671763506,0.8098267867917934
2,2026-02-21 00:00:00,25,2,0.7328746857680903,0.7148565891472867,0.7328746857680903
2,2026-02-21 01:00:00,26,2,0.714675907480832,0.7086071987480437,0.714675907480832
2,2026-02-21 02:00:00,27,2,0.6600114739775017,0.6597475872308834,0.6600114739775017
2,2026-02-21 03:00:00,28,2,0.6550975458914373,0.6198985167837626,0.6550975458914373
2,2026-02-21 04:00:00,29,2,0.6144558224962311,0.5498677644710579,0.6144558224962311
2,2026-02-21 05:00:00,30,2,0.634913646383494,0.5498677644710579,0.634913646383494
2,2026-02-21 06:00:00,31,2,0.5675162245504124,0.4934920634920635,0.5675162245504124
2,2026-02-21 07:00:00,32,2,0.49614811555070115,0.512991452991453,0.49614811555070115
2,2026-02-21 08:00:00,33,2,0.4206968649354084,0.42917612442202596,0.4206968649354084
2,2026-02-21 09:00:00,34,2,0.2693597554627868,0.26672003659652327,0.2693597554627868
2,2026-02-21 10:00:00,35,2,0.2142594787232308,0.19419435179008224,0.2142594787232308
2,2026-02-21 11:00:00,36,2,0.513668775234321,0.6110894970414202,0.513668775234321
2,2026-02-21 12:00:00,37,2,0.6101329992955704,0.7086071987480437,0.6101329992955704
2,2026-02-21 13:00:00,38,2,0.646659995344679,0.8259895833333334,0.646659995344679
2,2026-02-21 14:00:00,39,2,0.6726467544213681,0.7567337807606264,0.6726467544213681
2,2026-02-21 15:00:00,40,2,0.581706425464023,0.6198985167837626,0.581706425464023
2,2026-02-21 16:00:00,41,2,0.5574999678943559,0.5311516551193227,0.5574999678943559
2,2026-02-21 17:00:00,42,2,0.504791540583957,0.36661884057971,0.504791540583957
2,2026-02-21 18:00:00,43,2,0.42917045046457114,0.2953963963963965,0.42917045046457114
2,2026-02-21 19:00:00,44,2,0.5384776407177588,0.36661884057971,0.5384776407177588
2,2026-02-21 20:00:00,45,2,0.6313187446080297,0.6110894970414202,0.6313187446080297
2,2026-02-21 21:00:00,46,2,0.6331114870362211,0.7086071987480437,0.6331114870362211
2,2026-02-21 22:00:00,47,2,0.5919392506869503,0.6469714442613947,0.5919392506869503
2,2026-02-21 23:00:00,48,2,0.5860870893653538,0.5498677644710579,0.5860870893653538
