turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
1,2026-02-20 00:00:00,1,1,0.2290569816289394,0.29750665946724253,0.2290569816289394,0.0389255765795521,0.7212375428660253
1,2026-02-20 01:00:00,2,1,0.258015728023165,0.27782441977800204,0.258015728023165,0.05478369957795519,0.7787201661144684
1,2026-02-20 02:00:00,3,1,0.2867148279254438,0.27782441977800204,0.2867148279254438,0.03647889475648966,0.8045477366854549
1,2026-02-20 03:00:00,4,1,0.3199700507325835,0.2868484848484848,0.3199700507325835,0.051022422732071644,0.8388417747163364
1,2026-02-20 04:00:00,5,1,0.3788876961673089,0.29750665946724253,0.3788876961673089,0.0514560708288909,0.8533220211168042
1,2026-02-20 05:00:00,6,1,0.45974729340468334,0.43691570881226055,0.45974729340468334,0.1167835842845618,0.9056701191024353
1,2026-02-20 06:00:00,7,1,0.5579094586368838,0.5312100456621005,0.5579094586368838,0.12262633447944091,0.9304641803545018
1,2026-02-20 07:00:00,8,1,0.5773539017987727,0.5565100806451612,0.5773539017987727,0.18826729973936493,0.9561826931393329
1,2026-02-20 08:00:00,9,1,0.6309843738540716,0.5365408970976252,0.6309843738540716,0.15783872665198684,0.9425735472004839
1,2026-02-20 09:00:00,10,1,0.5614350068909191,0.43691570881226055,0.5614350068909191,0.11381563249915001,0.9029693148416229
1,2026-02-20 10:00:00,11,1,0.430258578674218,0.3362754555198285,0.430258578674218,0.04881985399013745,0.8191121125953097
1,2026-02-20 11:00:00,12,1,0.4096495061179806,0.367085279547063,0.4096495061179806,0.05065222650324897,0.8226453981630828
1,2026-02-20 12:00:00,13,1,0.3485995390389457,0.3081961451247165,0.3485995390389457,0.028924241380635204,0.7559076491496404
1,2026-02-20 13:00:00,14,1,0.28967630870516325,0.27782441977800204,0.28967630870516325,0.039048882471544616,0.6878836217083998
1,2026-02-20 14:00:00,15,1,0.2343896414900013,0.21644444444444438,0.2343896414900013,0.040153002524332,0.6045223411470408
1,2026-02-20 15:00:00,16,1,0.15120825818100478,0.1963528059990324,0.15120825818100478,0.026852461375722086,0.4179860683097377
1,2026-02-20 16:00:00,17,1,0.09105520035014505,0.14688017598343686,0.09105520035014505,0.0204874606223073,0.27195712342443806
1,2026-02-20 17:00:00,18,1,0.0867582931523411,0.11388210961737331,0.0867582931523411,0.009433057481250826,0.26018666949578423
1,2026-02-20 18:00:00,19,1,0.04369587781070754,0.06703682393555811,0.04369587781070754,0.010567352454591599,0.28653605484948047
1,2026-02-20 19:00:00,20,1,0.18485896100476268,0.17457142857142854,0.18485896100476268,0.02157759831001762,0.5527382650196381
1,2026-02-20 20:00:00,21,1,0.23667653552717463,0.3081961451247165,0.23667653552717463,0.025188896477552698,0.8529407858721707
1,2026-02-20 21:00:00,22,1,0.36296416875513626,0.43691570881226055,0.36296416875513626,0.0762125036451135,0.9589745777825991
