turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
1,2026-02-13 00:00:00,1,1,0.01414222606404979,0.06715494040753556,0.01414222606404979,0.00930187880878473,0.12222489831489156
1,2026-02-13 01:00:00,2,1,0.010464491609981112,0.058980756013745694,0.010464491609981112,0.009643186447592272,0.08498486633055306
1,2026-02-13 02:00:00,3,1,0.010598466369542162,0.03824324324324324,0.010598466369542162,0.00983263309156236,0.06565585348803314
1,2026-02-13 03:00:00,4,1,0.01064227843310355,0.05169013713080174,0.01064227843310355,0.009918482745122546,0.07332581867766157
1,2026-02-13 04:00:00,5,1,0.010719278827008641,0.05169013713080174,0.010719278827008641,0.009900022067495172,0.047605759778346086
1,2026-02-13 05:00:00,6,1,0.010969179316690027,0.058980756013745694,0.010969179316690027,0.009889426842686889,0.03986178217554293
1,2026-02-13 06:00:00,7,1,0.010770155597668172,0.058980756013745694,0.010770155597668172,0.009988368100783473,0.035570678010040255
1,2026-02-13 07:00:00,8,1,0.011141869399824957,0.05169013713080174,0.011141869399824957,0.009888082188629816,0.05353802927559329
1,2026-02-13 08:00:00,9,1,0.0105971626461164,0.05169013713080174,0.0105971626461164,0.009791411624227689,0.04599733089627002
1,2026-02-13 09:00:00,10,1,0.010546835003655084,0.058980756013745694,0.010546835003655084,0.009829446622519323,0.04611224402020541
1,2026-02-13 10:00:00,11,1,0.01078815436124483,0.06715494040753556,0.01078815436124483,0.009455951125788212,0.05768912602201241
1,2026-02-13 11:00:00,12,1,0.01111576823609369,0.06181421864520455,0.01111576823609369,0.009891717949171257,0.06103309042144582
1,2026-02-13 12:00:00,13,1,0.010309853476327239,0.05677595628415301,0.010309853476327239,0.00997326664199176,0.06533686447587327
1,2026-02-13 13:00:00,14,1,0.010451288587200808,0.058980756013745694,0.010451288587200808,0.00992977182647673,0.09801796820671564
1,2026-02-13 14:00:00,15,1,0.012391369492684755,0.06715494040753556,0.012391369492684755,0.010038979726857529,0.08890236100472707
1,2026-02-13 15:00:00,16,1,0.01783056521907666,0.06181421864520455,0.01783056521907666,0.01008522525987887,0.11809638654069714
1,2026-02-13 16:00:00,17,1,0.019397206629948715,0.06181421864520455,0.019397206629948715,0.010107500334734686,0.17427825211616213
1,2026-02-13 17:00:00,18,1,0.03627528605849647,0.06715494040753556,0.03627528605849647,0.00971092249474767,0.18200135808662224
1,2026-02-13 18:00:00,19,1,0.05302647384123318,0.10020023557126033,0.05302647384123318,0.010635428881983815,0.2595877134248645
1,2026-02-13 19:00:00,20,1,0.12990827668130206,0.19696117561683602,0.12990827668130206,0.012432478597806608,0.4390794619941147
1,2026-02-13 20:00:00,21,1,0.22733303011825273,0.3294321895424837,0.22733303011825273,0.030760136477394714,0.6954767141298845
1,2026-02-13 21:00:00,22,1,0.38392269278075136,0.47621111111111114,0.38392269278075136,0.08730716993487071,0.7687579271748771
1,2026-02-13 22:00:00,23,1,0.5204285098624954,0.6119930997876856,0.5204285098624954,0.14952035677385164,0.9204894442078608
