turbine,datetime,horizon_h,lead_day,power_pred,power_baseline,power_lgb,power_p10,power_p90
2,2026-02-14 00:00:00,1,1,0.7953623369985531,0.7350829493087558,0.7953623369985531,0.4417863260911772,0.9689065162166576
2,2026-02-14 01:00:00,2,1,0.8151548832807738,0.7350829493087558,0.8151548832807738,0.5126551826630342,0.9732567036945305
2,2026-02-14 02:00:00,3,1,0.8908315944912587,0.7159822119102865,0.8908315944912587,0.6447330006050014,0.9752165179995662
2,2026-02-14 03:00:00,4,1,0.8775111890133138,0.706642771804062,0.8775111890133138,0.60514400580527,0.9692407854194002
2,2026-02-14 04:00:00,5,1,0.8137532367213607,0.6575717213114752,0.8137532367213607,0.3871165394401971,0.9707339281427831
2,2026-02-14 05:00:00,6,1,0.4859724548878878,0.48661020036429875,0.4859724548878878,0.16769574016811703,0.8409581996812774
2,2026-02-14 06:00:00,7,1,0.3886330181235877,0.3674317653890825,0.3886330181235877,0.08779176049002767,0.785447335051336
2,2026-02-14 07:00:00,8,1,0.25759546088580143,0.29587115127175373,0.25759546088580143,0.04461305160750224,0.6653925778807414
2,2026-02-14 08:00:00,9,1,0.2367561361593425,0.2672130647130647,0.2367561361593425,0.020758405394704027,0.5974805960670909
2,2026-02-14 09:00:00,10,1,0.0985125346698004,0.19472248165443634,0.0985125346698004,0.012605959660106013,0.4027419414523357
2,2026-02-14 10:00:00,11,1,0.06785295851485672,0.11991331484049926,0.06785295851485672,0.012496836564137009,0.3106202295661227
2,2026-02-14 11:00:00,12,1,0.05463999502282631,0.19472248165443634,0.05463999502282631,0.005200506265277547,0.37075355256360243
2,2026-02-14 12:00:00,13,1,0.05876312384986269,0.1222018284106892,0.05876312384986269,0.008121407165345792,0.2076225513534213
2,2026-02-14 13:00:00,14,1,0.044400481420193746,0.09263233458177282,0.044400481420193746,0.009610000350207029,0.14724131544084773
2,2026-02-14 14:00:00,15,1,0.052295117636594626,0.09913951545530493,0.052295117636594626,0.009577148578474073,0.15364591684708223
2,2026-02-14 15:00:00,16,1,0.05542382928522586,0.09263233458177282,0.05542382928522586,0.00976174863193596,0.1632200943316286
2,2026-02-14 16:00:00,17,1,0.021066013044881184,0.07958675424192665,0.021066013044881184,0.00966640116664342,0.10443874884266705
2,2026-02-14 17:00:00,18,1,0.020515649022346004,0.07825938967136148,0.020515649022346004,0.009300011271289809,0.11382910144577808
2,2026-02-14 18:00:00,19,1,0.020819637202927222,0.07958675424192665,0.020819637202927222,0.00913444218335029,0.11859582781082736
2,2026-02-14 19:00:00,20,1,0.01703367410728469,0.07958675424192665,0.01703367410728469,0.010077263104789645,0.15674157936856367
2,2026-02-14 20:00:00,21,1,0.03466639564355515,0.09263233458177282,0.03466639564355515,0.008904547414973167,0.16948400025568455
2,2026-02-14 21:00:00,22,1,0.02585863344290833,0.07958675424192665,0.02585863344290833,0.009429185356730221,0.15248541411429475
2,2026-02-14 22:00:00,23,1,0.021408538320942926,0.07958675424192665,0.021408538320942926,0.00891519965733048,0.1328860216021126
2,2026-02-14 23:00:00,24,1,0.014953342087690525,0.07958675424192665,0.014953342087690525,0.00879069414504795,0.09008706096663853
2,2026-02-15 00:00:00,25,2,0.011758331875751222,0.07825938967136148,0.011758331875751222,0.008574573716230311,0.07679862536500473
2,2026-02-15 01:00:00,26,2,0.010598808121358775,0.053467819404418825,0.010598808121358775,0.008576105063716548,0.06142866647594422
2,2026-02-15 02:00:00,27,2,0.011330042589902872,0.053467819404418825,0.011330042589902872,0.008571137805803087,0.08259885682725554
2,2026-02-15 03:00:00,28,2,0.015112779664855478,0.053467819404418825,0.015112779664855478,0.009012797737526924,0.10572080767035015
2,2026-02-15 04:00:00,29,2,0.020317352830660725,0.07825938967136148,0.020317352830660725,0.008292041779840996,0.18972236871859793
2,2026-02-15 05:00:00,30,2,0.03670150985470998,0.09913951545530493,0.03670150985470998,0.008461988591274398,0.26836035080462595
2,2026-02-15 06:00:00,31,2,0.08402871160781658,0.1415423728813559,0.08402871160781658,0.01089497590349216,0.3217565017705402
2,2026-02-15 07:00:00,32,2,0.19400409501723445,0.2672130647130647,0.19400409501723445,0.01760044359867846,0.5340841669640469
2,2026-02-15 08:00:00,33,2,0.2696492762109046,0.3632713026444663,0.2696492762109046,0.03463446940712494,0.7398579569962617
2,2026-02-15 09:00:00,34,2,0.408163797836463,0.5531593545133635,0.408163797836463,0.0953599936018169,0.9122900364245904
2,2026-02-15 10:00:00,35,2,0.6831513519196303,0.6657974683544304,0.6831513519196303,0.34158221389887355,0.9407350657500767
2,2026-02-15 11:00:00,36,2,0.8630235408207749,0.7536041666666666,0.8630235408207749,0.49400769894637847,0.9683181782353647
2,2026-02-15 12:00:00,37,2,0.9263390474067252,0.8034731543624161,0.9263390474067252,0.6483898322521854,0.9732800085448537
2,2026-02-15 13:00:00,38,2,0.9572703239742426,0.8253507751937984,0.9572703239742426,0.7361887376925975,0.9760397460634325
2,2026-02-15 14:00:00,39,2,0.9737895582222269,0.8034731543624161,0.9737895582222269,0.8703281283674241,0.9785108564339002
2,2026-02-15 15:00:00,40,2,0.9695330118030429,0.7852307692307692,0.9695330118030429,0.80402756132596,0.9758785823307027
2,2026-02-15 16:00:00,41,2,0.9757956929163394,0.7455492424242426,0.9757956929163394,0.7472394492218601,0.9757956929163394
2,2026-02-15 17:00:00,42,2,0.9642082459173766,0.7852307692307692,0.9642082459173766,0.7055289616013429,0.9716306478006705
2,2026-02-15 18:00:00,43,2,0.9694912276796254,0.7852307692307692,0.9694912276796254,0.6923901241681293,0.9718259876466105
2,2026-02-15 19:00:00,44,2,0.9641531211378445,0.7984818481848186,0.9641531211378445,0.6974301377549754,0.9725151670448491
2,2026-02-15 20:00:00,45,2,0.9615007632706527,0.7984818481848186,0.9615007632706527,0.678264432099849,0.9739179011758814
2,2026-02-15 21:00:00,46,2,0.9480963586930891,0.7852307692307692,0.9480963586930891,0.5388422113735917,0.9718889097653733
2,2026-02-15 22:00:00,47,2,0.9021203833818194,0.7350829493087558,0.9021203833818194,0.42830213330664507,0.9740230218680574
2,2026-02-15 23:00:00,48,2,0.7386231070033114,0.706642771804062,0.7386231070033114,0.30091871362395173,0.971476872613667
